GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9		
ENSG00000285985	0	0	0	0	0	0	0	0	0		
ENSG00000280832	12	81	57	87	250	296	299	151	171		
ENSG00000255062	9	126	81	131	344	361	336	121	176		
ENSG00000304248	0	0	0	0	0	0	4	0	1		
ENSG00000304250	0	0	0	0	1	0	0	0	0		
ENSG00000304252	0	0	0	0	0	0	0	0	0		
ENSG00000304287	0	4	3	1	8	16	19	5	2		
ENSG00000304290	0	0	0	0	0	0	0	0	0		
ENSG00000304335	1	76	116	96	354	377	433	100	175		
ENSG00000255236	0	0	2	1	5	2	10	0	1		
ENSG00000304347	0	0	0	0	0	0	0	0	0		
ENSG00000255133	0	0	0	0	0	2	0	0	0		
ENSG00000304404	0	3	0	1	5	1	5	1	0		
ENSG00000289518	1	12	5	20	6	3	9	7	12		
ENSG00000255774	5	139	29	43	284	355	375	391	324		
ENSG00000177112	1	43	38	81	551	507	555	86	108		
ENSG00000287426	0	2	1	7	10	1	13	15	3		
ENSG00000304501	6	189	103	200	685	536	583	359	277		
ENSG00000304507	0	0	0	0	0	0	0	0	0		
ENSG00000251364	4	51	70	41	254	304	249	78	72		
ENSG00000304602	2	3	1	1	7	0	8	1	0		
ENSG00000254988	0	22	18	15	117	50	64	369	35		
ENSG00000290401	0	0	0	0	1	0	0	0	0		
ENSG00000304624	0	0	0	0	0	0	0	0	0		
ENSG00000304646	0	0	0	0	0	0	0	0	0		
ENSG00000289908	0	0	0	2	1	1	8	1	1		
ENSG00000255100	2	11	7	3	19	19	33	3	13		
ENSG00000255159	0	0	0	0	1	0	0	0	0		
ENSG00000304737	1	0	0	0	0	0	0	0	0		
ENSG00000304743	0	2	1	5	9	9	8	4	5		
ENSG00000304748	0	0	0	0	0	0	0	0	0		
ENSG00000304754	1	0	0	1	0	0	0	1	0		
ENSG00000304830	0	5	10	5	7	9	14	9	11		
ENSG00000304832	2	5	2	5	11	5	12	6	2		
ENSG00000304840	0	0	0	0	0	0	0	0	0		
ENSG00000304841	1	13	5	18	16	18	21	4	25		
ENSG00000304856	0	0	0	0	0	0	0	0	0		
ENSG00000254573	0	1	0	0	2	0	0	0	1		
ENSG00000304880	0	1	1	3	2	4	1	1	0		
ENSG00000304902	0	0	0	0	0	0	0	0	2		
ENSG00000304945	1	1	0	2	3	1	7	0	1		
ENSG00000289976	0	1	0	0	5	0	0	1	0		
ENSG00000305012	0	0	0	0	0	0	0	0	0		
ENSG00000305040	0	0	0	0	0	0	0	0	0		
ENSG00000254878	0	0	0	0	1	1	0	0	0		
ENSG00000255395	0	0	0	0	0	1	0	0	0		
ENSG00000305052	0	0	0	0	0	0	0	0	0		
ENSG00000305064	0	0	0	0	0	0	0	0	0		
ENSG00000305065	0	0	0	0	2	1	0	0	0		
ENSG00000305085	0	0	0	0	0	0	0	0	0		
ENSG00000305090	1	0	0	0	3	0	2	0	1		
ENSG00000305094	0	0	0	0	0	0	0	0	0		
ENSG00000305106	0	1	0	1	3	3	5	6	0		
ENSG00000254721	3	307	199	333	718	875	1090	260	520		
ENSG00000305140	0	0	0	0	1	0	0	0	0		
ENSG00000293242	0	10	7	9	57	11	38	14	19		
ENSG00000236935	3	39	11	159	227	629	450	19	117		
ENSG00000305207	6	0	2	0	5	2	8	5	3		
ENSG00000305209	1	1	1	3	25	10	20	2	11		
ENSG00000256116	0	164	80	139	277	297	542	192	236		
ENSG00000255136	0	40	100	60	199	80	137	35	83		
ENSG00000251226	0	0	1	0	1	0	4	0	0		
ENSG00000255031	12	321	207	248	793	469	1012	160	271		
ENSG00000305344	1	15	0	6	18	6	13	2	7		
ENSG00000305360	0	0	0	1	1	0	0	0	0		
ENSG00000255406	0	0	0	0	0	0	0	0	0		
ENSG00000286816	0	0	0	0	1	2	0	0	2		
ENSG00000204241	0	4	1	3	13	13	13	1	5		
ENSG00000305423	0	0	0	0	0	0	0	0	0		
ENSG00000305442	0	0	0	0	0	0	0	0	0		
ENSG00000305456	1	0	0	0	1	1	0	0	0		
ENSG00000305470	0	155	68	171	467	490	470	275	212		
ENSG00000255418	0	1	1	2	13	13	1	0	0		
ENSG00000305476	0	0	0	0	0	0	0	0	0		
ENSG00000289399	0	1	0	0	1	1	2	0	3		
ENSG00000305515	0	1	0	1	5	3	3	0	0		
ENSG00000255226	1	29	10	18	57	64	95	92	60		
ENSG00000205106	1	0	1	0	1	1	0	0	0		
ENSG00000255410	1	7	19	22	74	50	73	27	22		
ENSG00000305576	0	42	33	41	117	118	187	35	46		
ENSG00000285644	0	4	2	17	7	30	8	4	7		
ENSG00000305647	1	96	183	93	26	16	70	212	143		
ENSG00000305648	0	1	0	0	1	0	1	0	0		
ENSG00000305657	0	2	0	0	2	0	0	0	0		
ENSG00000305660	0	0	0	0	1	3	0	1	0		
ENSG00000255234	0	14	11	11	30	26	37	19	11		
ENSG00000255269	0	0	0	0	1	0	0	0	0		
ENSG00000256195	0	0	0	2	8	1	4	3	0		
ENSG00000305680	0	0	0	0	0	0	0	0	0		
ENSG00000254639	1	1	1	1	1	2	1	0	1		
ENSG00000305694	0	0	0	0	0	0	0	0	0		
ENSG00000289990	0	0	0	0	1	0	0	0	0		
ENSG00000254987	2	1	6	1	1	4	11	0	0		
ENSG00000305764	0	0	1	0	1	0	2	0	0		
ENSG00000255323	0	0	0	0	0	0	0	0	0		
ENSG00000305779	0	0	0	0	0	0	0	0	0		
ENSG00000305788	0	0	0	0	0	0	0	0	0		
ENSG00000305794	0	0	0	1	0	0	0	0	0		
ENSG00000305797	0	0	0	0	0	0	0	0	0		
ENSG00000290057	0	9	3	9	29	21	19	5	15		
ENSG00000254991	1	0	0	0	3	3	2	0	0		
ENSG00000305810	0	0	0	0	0	0	1	0	0		
ENSG00000255357	0	0	0	0	0	0	0	0	0		
ENSG00000245532	1965	7901	3964	17860	36472	22375	25013	6941	17799		
ENSG00000305830	0	138	93	270	365	279	366	127	312		
ENSG00000267811	0	5	9	11	8	14	22	7	8		
ENSG00000305844	0	0	2	1	5	0	1	1	1		
ENSG00000305853	0	0	0	0	0	0	0	0	0		
ENSG00000305854	0	1342	521	2938	6939	4140	4592	1121	2786		
ENSG00000286023	0	0	0	0	0	0	0	0	0		
ENSG00000286756	0	1	0	0	0	2	3	0	0		
ENSG00000290402	0	0	0	1	0	0	0	0	0		
ENSG00000279243	0	2	0	1	0	2	3	1	0		
ENSG00000287545	0	0	2	2	6	5	12	0	13		
ENSG00000305922	0	0	0	0	0	0	0	0	0		
ENSG00000305923	0	0	0	0	0	0	0	0	0		
ENSG00000254854	2	43	23	41	199	69	158	103	57		
ENSG00000236267	0	0	0	0	0	0	0	0	0		
ENSG00000305975	0	0	0	0	0	0	0	0	0		
ENSG00000305982	0	0	0	0	0	0	0	0	0		
ENSG00000269038	0	7	3	7	20	15	42	4	14		
ENSG00000256315	0	0	0	0	0	0	0	0	0		
ENSG00000306048	1	1	2	0	6	3	10	1	1		
ENSG00000254566	0	0	0	0	0	0	0	0	0		
ENSG00000306088	0	0	0	0	0	0	0	0	0		
ENSG00000254602	0	6	8	7	25	36	19	6	4		
ENSG00000306110	0	0	0	0	0	0	0	0	0		
ENSG00000286521	0	0	0	0	1	0	1	0	0		
ENSG00000236437	0	0	1	0	0	0	1	0	0		
ENSG00000306141	0	0	0	0	1	0	0	1	0		
ENSG00000306159	0	0	0	0	0	1	0	0	0		
ENSG00000289339	4	9	2	2	17	7	19	8	8		
ENSG00000306177	0	0	0	0	0	0	0	0	0		
ENSG00000306189	0	0	0	2	1	0	0	0	0		
ENSG00000306191	0	0	0	0	0	0	0	0	0		
ENSG00000306194	0	0	0	0	0	0	0	0	0		
ENSG00000255388	0	0	0	0	0	0	0	0	0		
ENSG00000306211	0	1	0	0	1	1	0	0	0		
ENSG00000306215	0	0	0	0	2	0	1	0	0		
ENSG00000306221	0	0	1	0	3	2	2	1	0		
ENSG00000306231	0	0	0	0	0	0	0	0	0		
ENSG00000306239	0	0	0	0	0	0	0	0	0		
ENSG00000227467	1	1	0	3	6	5	8	2	2		
ENSG00000246790	0	8	12	13	88	27	70	16	13		
ENSG00000285842	0	0	0	0	0	0	0	0	0		
ENSG00000245832	0	0	1	0	0	2	0	0	0		
ENSG00000289391	0	1	0	0	2	2	2	0	0		
ENSG00000306280	3	2	2	0	7	4	7	0	1		
ENSG00000306283	0	0	0	0	0	0	0	0	0		
ENSG00000290957	1	23	16	21	47	35	77	71	43		
ENSG00000306299	0	0	0	0	0	0	0	0	0		
ENSG00000306318	0	0	0	0	1	0	0	0	0		
ENSG00000290503	0	0	0	0	0	0	0	0	0		
ENSG00000254594	0	0	0	0	0	0	0	0	0		
ENSG00000293047	2	34	101	2639	823	2926	2382	920	987		
ENSG00000306379	0	0	0	0	0	0	0	0	0		
ENSG00000306387	0	3	1	3	8	2	1	1	0		
ENSG00000306393	0	24	8	17	83	110	97	56	24		
ENSG00000306400	1	90	29	69	271	237	324	60	144		
ENSG00000255931	1	2	0	1	4	7	4	2	2		
ENSG00000306414	0	0	0	0	1	0	2	0	0		
ENSG00000288070	0	0	0	0	1	0	0	0	0		
ENSG00000306437	0	0	0	0	0	0	0	0	0		
ENSG00000255512	0	0	0	0	0	0	0	0	0		
ENSG00000287245	0	0	0	0	1	0	0	0	0		
ENSG00000306553	0	0	0	0	2	3	2	1	0		
ENSG00000306604	0	0	0	0	0	0	0	0	0		
ENSG00000306629	0	0	0	0	0	0	0	0	0		
ENSG00000306642	0	0	0	0	0	0	0	0	0		
ENSG00000288907	0	18	8	15	17	21	22	15	12		
ENSG00000306669	0	0	0	0	1	1	0	0	0		
ENSG00000306676	0	0	0	0	2	0	0	0	0		
ENSG00000236301	1	0	0	0	0	0	0	0	0		
ENSG00000285533	4	64	20	88	117	79	138	25	34		
ENSG00000306700	0	7	0	1	4	0	2	0	0		
ENSG00000306716	0	0	0	0	0	0	3	0	0		
ENSG00000306723	0	383	182	357	809	1438	1412	465	608		
ENSG00000306735	0	1	0	3	14	6	2	2	0		
ENSG00000254756	2	27	29	25	37	22	64	30	27		
ENSG00000289560	0	1	2	24	4	20	19	2	11		
ENSG00000306764	5	63	16	110	152	227	249	55	91		
ENSG00000254458	0	5	2	23	6	30	27	4	18		
ENSG00000290075	0	2	7	7	11	4	25	3	9		
ENSG00000293475	3	8	2	4	18	12	19	6	1		
ENSG00000250230	1	9	10	6	12	6	21	2	4		
ENSG00000306842	0	0	0	0	2	0	2	1	1		
ENSG00000306851	0	4	3	3	3	0	7	1	4		
ENSG00000306865	0	0	0	0	1	0	0	0	0		
ENSG00000306884	1	132	143	117	181	147	293	198	266		
ENSG00000306922	0	0	1	0	17	2	1	1	3		
ENSG00000306942	0	0	0	0	0	0	2	0	0		
ENSG00000306943	0	0	0	0	0	1	1	0	0		
ENSG00000306946	0	0	0	0	1	0	2	0	0		
ENSG00000306949	0	0	0	0	0	0	0	0	0		
ENSG00000261070	0	0	0	1	1	0	0	2	0		
ENSG00000306960	0	0	0	0	0	0	0	0	0		
ENSG00000306961	0	0	0	1	29	6	14	0	5		
ENSG00000306966	0	0	0	0	1	0	0	0	0		
ENSG00000306973	0	0	0	0	0	0	0	0	0		
ENSG00000306975	0	2	1	0	0	1	1	2	0		
ENSG00000255367	10	184	52	78	213	182	503	167	136		
ENSG00000306978	0	0	0	0	0	0	0	1	0		
ENSG00000306997	1	2	0	1	10	3	3	0	2		
ENSG00000290960	43	10	18	32	120	115	139	52	19		
ENSG00000307019	1	0	0	4	4	1	1	1	2		
ENSG00000307024	0	0	1	1	0	2	3	5	0		
ENSG00000254990	0	6	1	4	7	11	5	0	3		
ENSG00000307036	0	2	4	2	26	5	7	1	3		
ENSG00000307046	1	79	53	58	148	152	147	66	76		
ENSG00000307057	0	0	0	0	1	0	0	0	0		
ENSG00000307098	0	83	23	63	91	77	87	134	22		
ENSG00000256633	1	5	3	11	26	26	24	8	6		
ENSG00000307133	0	0	1	1	2	1	1	0	1		
ENSG00000255171	0	0	0	0	0	0	0	1	0		
ENSG00000307144	0	0	0	0	0	0	1	0	0		
ENSG00000307159	0	0	0	0	1	0	0	0	0		
ENSG00000307198	1	0	3	0	0	8	22	1	0		
ENSG00000204971	0	2	0	1	2	1	1	0	1		
ENSG00000307258	0	0	0	0	0	0	0	1	0		
ENSG00000307272	0	0	0	0	1	0	0	0	0		
ENSG00000307273	0	89	143	134	101	249	254	151	195		
ENSG00000307290	0	3	0	1	1	1	0	0	0		
ENSG00000205866	0	1	1	0	10	0	1	0	0		
ENSG00000307347	0	129	26	30	116	93	57	250	129		
ENSG00000307348	0	0	0	0	0	0	0	0	0		
ENSG00000307349	0	0	0	0	0	0	0	0	0		
ENSG00000255126	1	345	43	60	330	253	207	691	328		
ENSG00000307368	0	0	0	0	0	0	0	0	0		
ENSG00000255260	0	0	0	0	0	2	0	0	1		
ENSG00000307386	0	0	0	0	0	0	0	0	0		
ENSG00000307387	0	0	0	0	2	1	0	2	0		
ENSG00000307401	0	0	0	0	0	0	0	0	0		
ENSG00000307402	0	0	0	0	1	1	0	1	0		
ENSG00000287912	0	0	1	0	0	0	0	0	0		
ENSG00000307422	0	0	0	0	0	0	0	0	0		
ENSG00000307436	0	0	0	0	0	0	0	0	0		
ENSG00000307451	0	9	1	3	459	194	267	184	133		
ENSG00000307456	0	0	0	0	0	0	0	0	0		
ENSG00000228061	1	71	27	66	179	188	213	109	69		
ENSG00000307501	0	0	0	0	0	0	1	0	0		
ENSG00000307507	0	0	0	0	0	0	0	0	0		
ENSG00000254938	0	0	0	0	0	0	0	0	0		
ENSG00000307544	1	0	1	1	3	3	3	3	1		
ENSG00000307554	0	0	0	0	0	0	1	0	0		
ENSG00000289398	0	4	1	7	31	22	18	16	4		
ENSG00000307582	0	0	0	1	0	0	0	0	0		
ENSG00000289093	0	0	0	1	8	5	0	0	0		
ENSG00000307600	0	0	0	1	0	0	0	0	0		
ENSG00000307601	0	0	0	0	1	0	0	0	0		
ENSG00000247095	130	46	88	76	93	98	353	229	63		
ENSG00000307618	0	2	0	1	10	4	6	5	1		
ENSG00000245571	30	183	71	129	630	430	607	297	240		
ENSG00000289936	0	0	0	1	0	1	0	0	0		
ENSG00000307632	0	0	0	1	1	0	1	1	0		
ENSG00000285980	0	0	0	0	0	0	2	0	0		
ENSG00000307649	0	0	0	1	2	1	1	0	1		
ENSG00000307650	0	0	0	0	0	0	0	0	0		
ENSG00000307659	0	1	0	3	5	0	15	1	6		
ENSG00000289124	0	194	100	197	286	430	402	203	235		
ENSG00000307667	0	0	0	0	1	1	2	0	1		
ENSG00000307677	0	0	0	3	2	0	4	0	3		
ENSG00000307686	0	0	0	0	0	0	0	0	0		
ENSG00000255306	4	101	51	48	172	192	146	76	111		
ENSG00000254943	0	6	5	24	36	63	31	37	33		
ENSG00000307763	0	0	0	0	0	0	0	0	0		
ENSG00000307802	5	4	4	51	77	7	254	91	7		
ENSG00000255038	0	225	109	303	447	661	813	302	407		
ENSG00000307980	0	0	0	0	0	0	0	0	0		
ENSG00000307987	0	0	0	0	0	0	0	0	0		
ENSG00000308001	1	0	0	0	3	0	0	2	0		
ENSG00000255451	0	0	0	0	0	0	0	0	0		
ENSG00000256717	0	0	0	0	0	0	0	0	0		
ENSG00000308049	0	0	0	0	0	0	0	0	0		
ENSG00000255326	1	3	3	5	18	30	20	2	6		
ENSG00000254662	1	509	232	681	1217	1931	1596	538	774		
ENSG00000308066	0	0	0	0	0	0	0	0	0		
ENSG00000308076	0	0	0	0	0	0	0	0	0		
ENSG00000308118	1	0	0	0	0	0	0	0	0		
ENSG00000255087	0	0	0	0	1	0	0	0	0		
ENSG00000255447	0	0	0	0	1	0	0	1	0		
ENSG00000308195	0	0	0	0	0	0	0	0	0		
ENSG00000308213	0	0	0	0	0	0	0	0	0		
ENSG00000308221	0	0	0	1	3	2	6	0	0		
ENSG00000308225	0	1	0	0	30	0	6	2	0		
ENSG00000308241	0	0	0	3	23	15	30	2	0		
ENSG00000308259	0	5	0	1	16	7	22	1	1		
ENSG00000308330	1	5	3	3	11	6	14	1	5		
ENSG00000308338	0	0	0	0	2	2	0	0	0		
ENSG00000282556	1	7	93	84	105	159	259	132	40		
ENSG00000308350	0	3	1	7	9	14	9	1	7		
ENSG00000124915	0	53	40	52	67	69	132	41	84		
ENSG00000254443	0	1	0	0	1	1	0	1	1		
ENSG00000308376	0	0	0	0	0	0	0	0	0		
ENSG00000308394	0	0	0	0	1	0	0	0	0		
ENSG00000308432	0	1	2	1	3	3	6	1	2		
ENSG00000308440	0	0	0	0	0	0	0	1	0		
ENSG00000308452	3	13	14	23	33	55	66	20	28		
ENSG00000308458	0	0	4	2	6	3	3	0	1		
ENSG00000308482	0	0	0	0	0	0	0	0	0		
ENSG00000308500	0	0	0	0	1	0	0	1	0		
ENSG00000308510	0	209	96	252	638	846	805	214	371		
ENSG00000231698	0	0	0	0	0	0	1	0	0		
ENSG00000245008	1	2	3	4	10	24	23	2	5		
ENSG00000308547	0	0	0	2	4	5	9	2	2		
ENSG00000256684	0	1	0	0	2	0	1	0	0		
ENSG00000308552	0	11	5	3	25	3	20	2	7		
ENSG00000255679	0	1	0	0	1	0	0	0	0		
ENSG00000308574	0	0	0	0	0	0	0	0	0		
ENSG00000308576	0	0	0	0	0	0	0	0	0		
ENSG00000245498	8	113	33	142	192	283	372	58	56		
ENSG00000293500	1	3	48	3	6	2	1	0	4		
ENSG00000308658	0	202	99	185	637	594	669	186	233		
ENSG00000308661	0	0	0	0	0	0	0	0	0		
ENSG00000287238	1	3	5	3	8	0	10	3	1		
ENSG00000254952	1	3	0	0	10	2	6	0	3		
ENSG00000278376	2	20	18	36	81	77	81	26	30		
ENSG00000308699	0	0	0	0	0	0	0	0	0		
ENSG00000308705	0	0	0	0	1	0	0	0	0		
ENSG00000308708	0	1	0	0	4	2	5	1	2		
ENSG00000308712	0	0	0	0	0	0	0	0	0		
ENSG00000308717	0	0	0	0	0	0	0	0	0		
ENSG00000248027	1	13	11	10	28	57	47	5	8		
ENSG00000308730	0	0	0	0	1	0	0	0	0		
ENSG00000308741	0	0	0	0	0	0	0	0	0		
ENSG00000308761	0	0	0	0	0	0	0	0	0		
ENSG00000308774	0	0	0	0	0	0	0	0	0		
ENSG00000255244	0	0	0	0	0	0	0	0	0		
ENSG00000308796	0	27	8	15	21	26	21	50	5		
ENSG00000308808	0	0	0	3	4	4	5	1	0		
ENSG00000288061	1	30	56	87	265	236	283	61	73		
ENSG00000254906	0	0	0	0	0	0	0	0	0		
ENSG00000308823	1	33	17	51	111	185	140	37	86		
ENSG00000254622	0	0	0	0	0	0	0	0	0		
ENSG00000247271	29	119	87	203	297	275	589	189	123		
ENSG00000250041	0	2	6	2	12	8	21	3	0		
ENSG00000308929	0	0	0	0	0	0	0	0	0		
ENSG00000308936	0	1	0	0	4	2	1	0	0		
ENSG00000308940	0	0	0	0	2	2	0	0	0		
ENSG00000308959	0	0	0	0	1	0	0	0	0		
ENSG00000308960	0	0	1	1	5	0	0	3	2		
ENSG00000308962	0	0	0	0	2	1	0	0	0		
ENSG00000308971	0	2	0	0	4	1	8	1	0		
ENSG00000293513	0	0	0	0	0	0	0	0	0		
ENSG00000308977	0	44	14	25	66	89	61	30	16		
ENSG00000308988	0	0	0	0	0	0	1	0	0		
ENSG00000308993	0	0	0	0	6	0	5	0	0		
ENSG00000309025	0	0	0	0	0	0	0	0	0		
ENSG00000290083	0	0	0	0	3	0	3	0	1		
ENSG00000254754	0	0	0	0	0	0	0	0	0		
ENSG00000254514	0	0	0	0	0	0	0	0	0		
ENSG00000254934	0	0	0	0	0	2	0	0	0		
ENSG00000309152	0	0	0	0	0	0	0	0	0		
ENSG00000309184	0	0	0	1	0	0	0	0	0		
ENSG00000309196	0	0	0	0	1	0	0	0	0		
ENSG00000309197	0	0	0	0	0	0	0	0	0		
ENSG00000309210	0	0	0	0	2	0	0	0	0		
ENSG00000254489	0	0	0	0	0	0	0	0	0		
ENSG00000309220	0	0	0	0	0	0	0	0	0		
ENSG00000309240	0	0	0	0	0	0	0	0	0		
ENSG00000309256	0	0	0	0	0	0	0	0	0		
ENSG00000309292	0	0	4	5	3	2	9	2	29		
ENSG00000309321	0	1	0	0	0	0	0	0	1		
ENSG00000309351	8	12	15	23	39	32	45	25	24		
ENSG00000309355	0	7	2	1	33	19	10	4	20		
ENSG00000309370	0	0	0	0	0	0	0	0	0		
ENSG00000255482	0	0	0	0	0	0	0	0	0		
ENSG00000309381	0	0	0	0	1	0	0	0	0		
ENSG00000309414	0	103	104	109	177	229	275	141	159		
ENSG00000255521	0	89	300	172	254	185	287	345	121		
ENSG00000309474	1	6	2	6	28	27	35	3	6		
ENSG00000309480	1	0	2	3	3	7	2	4	3		
ENSG00000288853	4	127	50	144	272	470	379	106	171		
ENSG00000251323	1	6	1	4	17	6	10	1	8		
ENSG00000255109	0	0	0	0	0	0	0	0	0		
ENSG00000309524	0	0	1	0	1	0	0	0	0		
ENSG00000309545	0	0	0	0	0	0	0	0	0		
ENSG00000255605	0	0	0	0	1	0	0	0	0		
ENSG00000309563	0	1	0	0	0	1	0	0	0		
ENSG00000288528	1	48	25	119	343	191	234	45	51		
ENSG00000309590	0	0	0	1	1	0	0	0	0		
ENSG00000256508	0	3	4	3	13	15	15	10	5		
ENSG00000254907	0	453	229	494	1182	1452	1394	702	721		
ENSG00000309650	0	0	0	0	0	0	0	0	0		
ENSG00000309662	0	0	0	0	0	0	0	0	0		
ENSG00000309673	0	0	0	0	0	0	0	0	0		
ENSG00000285640	0	0	0	0	0	0	0	0	0		
ENSG00000309692	1	5	0	2	119	5	9	7	4		
ENSG00000282728	0	2	1	2	7	6	0	2	0		
ENSG00000309708	1	1813	754	1661	6804	7380	7219	6464	2844		
ENSG00000309726	0	0	0	0	3	7	6	1	1		
ENSG00000309749	0	0	0	0	0	0	1	2	0		
ENSG00000309753	0	0	0	0	0	0	0	0	0		
ENSG00000255542	0	0	0	0	1	0	0	0	0		
ENSG00000245248	4	18	21	51	159	119	90	32	98		
ENSG00000255004	0	0	0	0	2	2	1	0	0		
ENSG00000309835	0	0	0	0	0	0	0	0	0		
ENSG00000309846	0	0	1	0	0	0	1	0	0		
ENSG00000309853	0	0	0	0	0	0	0	0	0		
ENSG00000255045	1	16	39	49	26	49	73	60	51		
ENSG00000309864	0	0	0	1	0	0	0	0	0		
ENSG00000309881	0	0	0	0	0	0	0	0	0		
ENSG00000309898	0	3	18	20	7	8	26	7	23		
ENSG00000309913	0	0	0	0	0	0	0	0	0		
ENSG00000255120	0	11	1	12	22	17	25	3	15		
ENSG00000309917	0	0	0	0	0	1	0	0	0		
ENSG00000309928	0	0	0	0	0	0	0	0	0		
ENSG00000254960	0	0	0	0	0	0	0	0	0		
ENSG00000255314	0	1	1	1	2	1	3	0	0		
ENSG00000247416	0	4	1	2	30	10	9	9	10		
ENSG00000309945	0	0	0	0	0	0	0	1	0		
ENSG00000254632	0	8	5	8	29	16	36	0	15		
ENSG00000309978	1	3	0	0	3	0	3	0	1		
ENSG00000196167	2	2220	58	70	1013	85	484	107	554		
ENSG00000310036	0	0	0	0	0	0	0	0	0		
ENSG00000224091	0	0	0	0	0	0	0	0	0		
ENSG00000310051	0	0	0	0	1	1	0	0	1		
ENSG00000255845	0	0	0	0	0	0	0	0	0		
ENSG00000310115	0	0	0	0	1	1	0	0	0		
ENSG00000310136	0	11	1	5	32	9	29	16	20		
ENSG00000254554	3	7	3	11	31	15	35	15	18		
ENSG00000287666	0	0	0	1	1	0	1	0	0		
ENSG00000310174	0	0	0	0	0	0	0	0	0		
ENSG00000310186	0	0	0	0	0	0	0	0	0		
ENSG00000310206	0	0	0	0	0	0	0	0	0		
ENSG00000310207	0	0	0	0	0	0	0	0	0		
ENSG00000310212	0	0	0	0	1	0	1	0	0		
ENSG00000310219	0	0	0	0	0	0	0	0	0		
ENSG00000310229	0	0	0	0	0	0	0	0	0		
ENSG00000227306	0	0	0	0	1	0	1	1	0		
ENSG00000310313	0	1	0	1	3	0	0	1	0		
ENSG00000255335	0	0	0	0	0	0	0	0	0		
ENSG00000310355	0	16	17	23	11	12	26	28	21		
ENSG00000254586	0	0	0	0	0	0	0	0	0		
ENSG00000310439	0	0	0	0	2	0	0	0	0		
ENSG00000290498	0	0	0	0	1	0	0	0	0		
ENSG00000255229	0	0	1	1	1	1	0	0	4		
ENSG00000298510	0	0	0	3	4	7	2	2	2		
ENSG00000254559	0	377	256	432	1240	1445	1596	869	744		
ENSG00000230724	8	6	5	12	49	93	18	23	36		
ENSG00000274251	0	85	163	100	81	104	193	159	176		
ENSG00000255949	0	105	116	175	391	406	601	189	281		
ENSG00000289343	1	0	0	1	1	1	1	0	0		
ENSG00000184224	0	1	0	5	3	10	8	0	1		
ENSG00000255119	0	0	0	1	0	0	0	0	0		
ENSG00000293486	1	12	4	7	19	12	23	0	13		
ENSG00000310059	0	10	3	8	24	9	19	1	10		
ENSG00000296342	0	9	14	13	7	13	33	6	24		
ENSG00000309483	0	67	47	93	23	55	75	142	187		
ENSG00000110697	562	686	333	577	722	600	1401	921	1361		
ENSG00000304762	0	0	0	0	0	0	0	0	0		
ENSG00000233220	0	6	1	7	18	19	17	7	7		
ENSG00000309910	0	0	0	0	0	0	0	0	0		
ENSG00000254699	0	0	0	0	1	0	2	0	0		
ENSG00000288809	0	11	14	11	20	21	27	9	14		
ENSG00000309946	1	0	1	0	3	1	4	1	0		
ENSG00000074266	176	405	187	359	1042	998	1100	347	483		
ENSG00000150782	233	388	343	114	1516	689	1325	231	449		
ENSG00000254638	0	2	1	2	10	6	11	1	1		
ENSG00000268472	0	0	0	0	2	2	3	0	1		
ENSG00000250303	5	74	13	32	136	23	138	53	54		
ENSG00000206772	0	0	0	0	0	0	0	0	0		
ENSG00000307308	0	1	0	0	1	0	0	0	0		
ENSG00000307897	0	0	0	0	4	2	1	0	2		
ENSG00000305911	0	0	0	0	0	0	0	0	0		
ENSG00000295414	0	0	0	0	0	0	0	0	0		
ENSG00000137504	349	1918	728	2135	5331	5766	5488	2088	2475		
ENSG00000184937	5	4	21	57	190	119	24	2	40		
ENSG00000183242	1	0	7	28	1	0	0	0	0		
ENSG00000278822	0	0	0	0	0	0	0	0	0		
ENSG00000273677	0	0	0	0	0	0	0	0	0		
ENSG00000278045	0	0	0	0	0	0	0	0	0		
ENSG00000276530	0	0	0	0	0	0	0	0	0		
ENSG00000273908	0	0	0	0	0	0	0	0	0		
ENSG00000277119	0	0	0	0	0	0	0	0	0		
ENSG00000296471	0	0	0	0	2	1	2	0	0		
ENSG00000305638	0	0	0	0	1	0	0	0	0		
ENSG00000296559	0	44	14	36	75	105	103	65	39		
ENSG00000110660	323	886	357	641	1257	1740	1179	415	614		
ENSG00000240652	0	4	3	2	4	3	4	5	8		
ENSG00000179331	4	6	7	7	63	62	33	4	5		
ENSG00000288012	0	29	32	39	40	45	54	31	42		
ENSG00000166266	262	794	461	821	2077	2121	2221	698	1057		
ENSG00000200855	0	0	0	0	1	0	0	0	0		
ENSG00000149308	204	506	283	424	1607	1402	1638	474	592		
ENSG00000293274	0	0	0	1	4	1	3	0	0		
ENSG00000290098	0	3	2	6	11	13	14	11	5		
ENSG00000255268	0	0	0	0	0	0	0	0	0		
ENSG00000303183	0	0	0	0	0	0	0	0	0		
ENSG00000255204	0	0	0	0	0	0	0	0	0		
ENSG00000301016	0	0	0	0	0	0	0	0	0		
ENSG00000255442	0	0	0	0	0	0	0	0	0		
ENSG00000287538	0	0	0	0	2	1	2	0	0		
ENSG00000219061	0	0	0	0	0	0	0	0	0		
ENSG00000300613	0	0	0	0	0	0	0	0	0		
ENSG00000123447	0	0	0	0	0	0	0	0	0		
